sid,season,name,time,latitude,longitude,wmo_wind
,year,,UTC,degrees_north,degrees_east,kts
2025176N18113,2025,UNNAMED,2025-06-25T15:00:00Z,19.3,111.8,NaN
2025176N18113,2025,UNNAMED,2025-06-25T18:00:00Z,19.4,111.4,NaN
2025176N18113,2025,UNNAMED,2025-06-25T21:00:00Z,19.7,111.0,NaN
2025176N18113,2025,UNNAMED,2025-06-26T00:00:00Z,20.1,110.7,NaN
2025176N18113,2025,UNNAMED,2025-06-26T03:00:00Z,20.5,110.5,NaN
2025176N18113,2025,UNNAMED,2025-06-26T06:00:00Z,21.0,110.3,NaN
2025176N18113,2025,UNNAMED,2025-06-26T09:00:00Z,21.4,110.1,NaN
2025176N18113,2025,UNNAMED,2025-06-26T12:00:00Z,21.7,109.8,NaN
2025183N24148,2025,MUN,2025-07-01T18:00:00Z,24.2,147.6,NaN
2025183N24148,2025,MUN,2025-07-01T21:00:00Z,24.6,147.5,NaN
2025183N24148,2025,MUN,2025-07-02T00:00:00Z,25.0,147.4,NaN
2025183N24148,2025,MUN,2025-07-02T03:00:00Z,25.4,147.1,NaN
2025183N24148,2025,MUN,2025-07-02T06:00:00Z,25.7,146.8,NaN
2025183N24148,2025,MUN,2025-07-02T09:00:00Z,26.0,146.6,NaN
2025183N24148,2025,MUN,2025-07-02T12:00:00Z,26.2,146.3,NaN
2025183N24148,2025,MUN,2025-07-02T15:00:00Z,26.5,145.9,NaN
2025183N24148,2025,MUN,2025-07-02T18:00:00Z,26.8,145.6,NaN
2025183N24148,2025,MUN,2025-07-02T21:00:00Z,26.9,145.4,NaN
2025183N24148,2025,MUN,2025-07-03T00:00:00Z,27.0,145.4,NaN
2025183N24148,2025,MUN,2025-07-03T03:00:00Z,27.3,145.4,NaN
2025183N24148,2025,MUN,2025-07-03T06:00:00Z,27.6,145.4,NaN
2025183N24148,2025,MUN,2025-07-03T09:00:00Z,27.9,145.5,NaN
2025183N24148,2025,MUN,2025-07-03T12:00:00Z,28.3,145.5,NaN
2025183N24148,2025,MUN,2025-07-03T15:00:00Z,28.7,145.3,NaN
2025183N24148,2025,MUN,2025-07-03T18:00:00Z,29.0,145.0,NaN
2025183N24148,2025,MUN,2025-07-03T21:00:00Z,29.3,144.9,NaN
2025183N24148,2025,MUN,2025-07-04T00:00:00Z,29.6,144.8,NaN
2025183N24148,2025,MUN,2025-07-04T03:00:00Z,29.9,144.8,NaN
2025183N24148,2025,MUN,2025-07-04T06:00:00Z,30.1,144.9,NaN
2025183N24148,2025,MUN,2025-07-04T09:00:00Z,30.1,145.1,NaN
2025183N24148,2025,MUN,2025-07-04T12:00:00Z,30.2,145.3,NaN
2025183N24148,2025,MUN,2025-07-04T15:00:00Z,30.4,145.7,NaN
2025183N24148,2025,MUN,2025-07-04T18:00:00Z,30.7,146.0,NaN
2025183N24148,2025,MUN,2025-07-04T21:00:00Z,30.9,146.1,NaN
2025183N24148,2025,MUN,2025-07-05T00:00:00Z,31.0,146.3,NaN
2025183N24148,2025,MUN,2025-07-05T03:00:00Z,31.1,146.7,NaN
2025183N24148,2025,MUN,2025-07-05T06:00:00Z,31.1,147.1,NaN
2025183N24148,2025,MUN,2025-07-05T09:00:00Z,31.2,147.6,NaN
2025183N24148,2025,MUN,2025-07-05T12:00:00Z,31.3,148.0,NaN
2025183N24148,2025,MUN,2025-07-05T15:00:00Z,31.5,148.4,NaN
2025183N24148,2025,MUN,2025-07-05T18:00:00Z,31.7,148.7,NaN
2025183N24148,2025,MUN,2025-07-05T21:00:00Z,31.9,148.9,NaN
2025183N24148,2025,MUN,2025-07-06T00:00:00Z,32.2,149.1,NaN
2025183N24148,2025,MUN,2025-07-06T03:00:00Z,32.4,149.3,NaN
2025183N24148,2025,MUN,2025-07-06T06:00:00Z,32.7,149.4,NaN
2025183N24148,2025,MUN,2025-07-06T09:00:00Z,33.1,149.5,NaN
2025183N24148,2025,MUN,2025-07-06T12:00:00Z,33.5,149.6,NaN
2025183N24148,2025,MUN,2025-07-06T15:00:00Z,33.8,149.5,NaN
2025183N24148,2025,MUN,2025-07-06T18:00:00Z,34.1,149.3,NaN
2025183N24148,2025,MUN,2025-07-06T21:00:00Z,34.5,149.1,NaN
2025183N24148,2025,MUN,2025-07-07T00:00:00Z,35.0,148.9,NaN
2025183N24148,2025,MUN,2025-07-07T03:00:00Z,35.4,148.6,NaN
2025183N24148,2025,MUN,2025-07-07T06:00:00Z,35.8,148.3,NaN
2025183N24148,2025,MUN,2025-07-07T09:00:00Z,36.2,148.1,NaN
2025183N24148,2025,MUN,2025-07-07T12:00:00Z,36.7,148.0,NaN
2025183N24148,2025,MUN,2025-07-07T15:00:00Z,37.3,148.1,NaN
2025183N24148,2025,MUN,2025-07-07T18:00:00Z,38.0,148.3,NaN
2025183N24148,2025,MUN,2025-07-07T21:00:00Z,38.7,148.7,NaN
2025183N24148,2025,MUN,2025-07-08T00:00:00Z,39.3,149.1,NaN
2025185N20119,2025,DANAS,2025-07-04T00:00:00Z,19.7,118.7,NaN
2025185N20119,2025,DANAS,2025-07-04T03:00:00Z,19.5,118.4,NaN
2025185N20119,2025,DANAS,2025-07-04T06:00:00Z,19.6,118.2,NaN
2025185N20119,2025,DANAS,2025-07-04T09:00:00Z,20.0,118.1,NaN
2025185N20119,2025,DANAS,2025-07-04T12:00:00Z,20.3,118.0,NaN
2025185N20119,2025,DANAS,2025-07-04T15:00:00Z,20.2,117.7,NaN
2025185N20119,2025,DANAS,2025-07-04T18:00:00Z,20.1,117.4,NaN
2025185N20119,2025,DANAS,2025-07-04T21:00:00Z,20.1,117.4,NaN
2025185N20119,2025,DANAS,2025-07-05T00:00:00Z,20.2,117.5,NaN
2025185N20119,2025,DANAS,2025-07-05T03:00:00Z,20.3,117.7,NaN
2025185N20119,2025,DANAS,2025-07-05T06:00:00Z,20.5,117.9,NaN
2025185N20119,2025,DANAS,2025-07-05T09:00:00Z,20.6,118.0,NaN
2025185N20119,2025,DANAS,2025-07-05T12:00:00Z,20.8,118.0,NaN
2025185N20119,2025,DANAS,2025-07-05T15:00:00Z,20.9,118.0,NaN
2025185N20119,2025,DANAS,2025-07-05T18:00:00Z,21.1,118.1,NaN
2025185N20119,2025,DANAS,2025-07-05T21:00:00Z,21.3,118.2,NaN
2025185N20119,2025,DANAS,2025-07-06T00:00:00Z,21.6,118.3,NaN
2025185N20119,2025,DANAS,2025-07-06T03:00:00Z,21.9,118.5,NaN
2025185N20119,2025,DANAS,2025-07-06T06:00:00Z,22.2,118.8,NaN
2025185N20119,2025,DANAS,2025-07-06T09:00:00Z,22.6,119.2,NaN
2025185N20119,2025,DANAS,2025-07-06T12:00:00Z,23.0,119.6,NaN
2025185N20119,2025,DANAS,2025-07-06T15:00:00Z,23.3,120.0,NaN
2025185N20119,2025,DANAS,2025-07-06T18:00:00Z,23.8,120.5,NaN
2025185N20119,2025,DANAS,2025-07-06T21:00:00Z,24.6,121.0,NaN
2025185N20119,2025,DANAS,2025-07-07T00:00:00Z,25.5,121.4,NaN
2025185N20119,2025,DANAS,2025-07-07T03:00:00Z,26.3,121.5,NaN
2025185N20119,2025,DANAS,2025-07-07T06:00:00Z,26.8,121.5,NaN
2025185N20119,2025,DANAS,2025-07-07T09:00:00Z,27.0,121.6,NaN
2025185N20119,2025,DANAS,2025-07-07T12:00:00Z,27.1,121.7,NaN
2025185N20119,2025,DANAS,2025-07-07T15:00:00Z,27.5,122.0,NaN
2025185N20119,2025,DANAS,2025-07-07T18:00:00Z,27.8,122.2,NaN
2025185N20119,2025,DANAS,2025-07-07T21:00:00Z,28.0,122.3,NaN
2025185N20119,2025,DANAS,2025-07-08T00:00:00Z,28.1,122.3,NaN
2025185N20119,2025,DANAS,2025-07-08T03:00:00Z,28.0,122.2,NaN
2025185N20119,2025,DANAS,2025-07-08T06:00:00Z,27.9,122.0,NaN
2025185N20119,2025,DANAS,2025-07-08T09:00:00Z,27.9,121.6,NaN
2025185N20119,2025,DANAS,2025-07-08T12:00:00Z,27.9,121.2,NaN
2025185N20119,2025,DANAS,2025-07-08T15:00:00Z,27.9,120.9,NaN
2025185N20119,2025,DANAS,2025-07-08T18:00:00Z,27.8,120.7,NaN
2025192N25140,2025,NARI,2025-07-11T00:00:00Z,25.0,140.4,NaN
2025192N25140,2025,NARI,2025-07-11T03:00:00Z,25.0,140.1,NaN
2025192N25140,2025,NARI,2025-07-11T06:00:00Z,25.0,140.0,NaN
2025192N25140,2025,NARI,2025-07-11T09:00:00Z,25.0,140.1,NaN
2025192N25140,2025,NARI,2025-07-11T12:00:00Z,25.1,140.2,NaN
2025192N25140,2025,NARI,2025-07-11T15:00:00Z,25.2,140.1,NaN
2025192N25140,2025,NARI,2025-07-11T18:00:00Z,25.2,140.0,NaN
2025192N25140,2025,NARI,2025-07-11T21:00:00Z,25.2,140.2,NaN
2025192N25140,2025,NARI,2025-07-12T00:00:00Z,25.2,140.5,NaN
2025192N25140,2025,NARI,2025-07-12T03:00:00Z,25.0,140.9,NaN
2025192N25140,2025,NARI,2025-07-12T06:00:00Z,24.8,141.3,NaN
2025192N25140,2025,NARI,2025-07-12T09:00:00Z,24.8,141.5,NaN
2025192N25140,2025,NARI,2025-07-12T12:00:00Z,24.9,141.6,NaN
2025192N25140,2025,NARI,2025-07-12T15:00:00Z,25.0,142.0,NaN
2025192N25140,2025,NARI,2025-07-12T18:00:00Z,25.2,142.3,NaN
2025192N25140,2025,NARI,2025-07-12T21:00:00Z,25.8,142.4,NaN
2025192N25140,2025,NARI,2025-07-13T00:00:00Z,26.5,142.5,NaN
2025192N25140,2025,NARI,2025-07-13T03:00:00Z,27.0,142.7,NaN
2025192N25140,2025,NARI,2025-07-13T06:00:00Z,27.6,143.0,NaN
2025192N25140,2025,NARI,2025-07-13T09:00:00Z,28.8,143.2,NaN
2025192N25140,2025,NARI,2025-07-13T12:00:00Z,30.2,143.3,NaN
2025192N25140,2025,NARI,2025-07-13T15:00:00Z,31.2,143.3,NaN
2025192N25140,2025,NARI,2025-07-13T18:00:00Z,32.1,143.1,NaN
2025192N25140,2025,NARI,2025-07-13T21:00:00Z,33.0,142.6,NaN
2025192N25140,2025,NARI,2025-07-14T00:00:00Z,34.1,142.2,NaN
2025192N25140,2025,NARI,2025-07-14T03:00:00Z,35.4,142.3,NaN
2025192N25140,2025,NARI,2025-07-14T06:00:00Z,36.8,142.6,NaN
2025192N25140,2025,NARI,2025-07-14T09:00:00Z,38.3,142.6,NaN
2025192N25140,2025,NARI,2025-07-14T12:00:00Z,39.8,142.7,NaN
2025192N25140,2025,NARI,2025-07-14T15:00:00Z,41.2,143.1,NaN
2025192N25140,2025,NARI,2025-07-14T18:00:00Z,42.5,143.6,NaN
2025194N31124,2025,UNNAMED,2025-07-12T18:00:00Z,30.8,123.6,NaN
2025194N31124,2025,UNNAMED,2025-07-12T21:00:00Z,30.9,124.1,NaN
2025194N31124,2025,UNNAMED,2025-07-13T00:00:00Z,30.9,124.7,NaN
2025194N31124,2025,UNNAMED,2025-07-13T03:00:00Z,30.8,125.4,NaN
2025194N31124,2025,UNNAMED,2025-07-13T06:00:00Z,30.7,126.1,NaN
2025194N31124,2025,UNNAMED,2025-07-13T09:00:00Z,30.8,126.8,NaN
2025194N31124,2025,UNNAMED,2025-07-13T12:00:00Z,31.0,127.6,NaN
2025194N31124,2025,UNNAMED,2025-07-13T15:00:00Z,31.3,128.6,NaN
2025194N31124,2025,UNNAMED,2025-07-13T18:00:00Z,31.7,129.5,NaN
2025194N31124,2025,UNNAMED,2025-07-13T21:00:00Z,32.2,130.2,NaN
2025194N31124,2025,UNNAMED,2025-07-14T00:00:00Z,32.7,130.8,NaN
2025196N33141,2025,UNNAMED,2025-07-15T06:00:00Z,32.7,140.7,NaN
2025196N33141,2025,UNNAMED,2025-07-15T09:00:00Z,34.6,140.8,NaN
2025196N33141,2025,UNNAMED,2025-07-15T12:00:00Z,36.5,141.0,NaN
2025196N33141,2025,UNNAMED,2025-07-15T15:00:00Z,38.0,141.2,NaN
2025196N33141,2025,UNNAMED,2025-07-15T18:00:00Z,39.5,141.5,NaN
2025200N19123,2025,WIPHA,2025-07-18T12:00:00Z,19.3,122.5,NaN
2025200N19123,2025,WIPHA,2025-07-18T15:00:00Z,19.6,121.6,NaN
2025200N19123,2025,WIPHA,2025-07-18T18:00:00Z,19.8,120.8,NaN
2025200N19123,2025,WIPHA,2025-07-18T21:00:00Z,20.0,120.2,NaN
2025200N19123,2025,WIPHA,2025-07-19T00:00:00Z,20.1,119.8,NaN
2025200N19123,2025,WIPHA,2025-07-19T03:00:00Z,20.3,119.4,NaN
2025200N19123,2025,WIPHA,2025-07-19T06:00:00Z,20.5,118.9,NaN
2025200N19123,2025,WIPHA,2025-07-19T09:00:00Z,20.7,118.4,NaN
2025200N19123,2025,WIPHA,2025-07-19T12:00:00Z,21.0,117.7,NaN
2025200N19123,2025,WIPHA,2025-07-19T15:00:00Z,21.3,116.9,NaN
2025200N19123,2025,WIPHA,2025-07-19T18:00:00Z,21.5,116.0,NaN
2025200N19123,2025,WIPHA,2025-07-19T21:00:00Z,21.6,115.3,NaN
2025200N19123,2025,WIPHA,2025-07-20T00:00:00Z,21.6,114.6,NaN
2025200N19123,2025,WIPHA,2025-07-20T03:00:00Z,21.7,113.9,NaN
2025200N19123,2025,WIPHA,2025-07-20T06:00:00Z,21.8,113.2,NaN
2025200N19123,2025,WIPHA,2025-07-20T09:00:00Z,21.8,112.4,NaN
2025200N19123,2025,WIPHA,2025-07-20T12:00:00Z,21.7,111.7,NaN
2025200N19123,2025,WIPHA,2025-07-20T15:00:00Z,21.6,111.2,NaN
2025200N19123,2025,WIPHA,2025-07-20T18:00:00Z,21.6,110.8,NaN
2025200N19123,2025,WIPHA,2025-07-20T21:00:00Z,21.6,110.1,NaN
2025200N19123,2025,WIPHA,2025-07-21T00:00:00Z,21.5,109.4,NaN
2025200N19123,2025,WIPHA,2025-07-21T03:00:00Z,21.4,109.1,NaN
2025200N19123,2025,WIPHA,2025-07-21T06:00:00Z,21.3,109.0,NaN
2025200N19123,2025,WIPHA,2025-07-21T09:00:00Z,21.2,108.7,NaN
2025200N19123,2025,WIPHA,2025-07-21T12:00:00Z,21.1,108.3,NaN
2025200N19123,2025,WIPHA,2025-07-21T15:00:00Z,21.0,108.0,NaN
2025200N19123,2025,WIPHA,2025-07-21T18:00:00Z,20.8,107.6,NaN
2025200N19123,2025,WIPHA,2025-07-21T21:00:00Z,20.6,107.2,NaN
2025200N19123,2025,WIPHA,2025-07-22T00:00:00Z,20.5,106.8,NaN
2025200N19123,2025,WIPHA,2025-07-22T03:00:00Z,20.4,106.5,NaN
2025200N19123,2025,WIPHA,2025-07-22T06:00:00Z,20.3,106.2,NaN
2025200N19123,2025,WIPHA,2025-07-22T09:00:00Z,20.2,106.1,NaN
2025200N19123,2025,WIPHA,2025-07-22T12:00:00Z,20.2,106.0,NaN
2025203N18133,2025,FRANCISCO,2025-07-22T06:00:00Z,17.9,132.5,NaN
2025203N18133,2025,FRANCISCO,2025-07-22T09:00:00Z,18.9,132.0,NaN
2025203N18133,2025,FRANCISCO,2025-07-22T12:00:00Z,19.6,131.6,NaN
2025203N18133,2025,FRANCISCO,2025-07-22T15:00:00Z,19.8,131.2,NaN
2025203N18133,2025,FRANCISCO,2025-07-22T18:00:00Z,19.9,130.8,NaN
2025203N18133,2025,FRANCISCO,2025-07-22T21:00:00Z,20.3,130.3,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T00:00:00Z,20.8,129.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T03:00:00Z,21.4,129.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T06:00:00Z,21.9,129.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T09:00:00Z,21.9,129.7,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T12:00:00Z,22.0,129.3,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T15:00:00Z,22.5,128.7,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T18:00:00Z,23.1,128.2,NaN
2025203N18133,2025,FRANCISCO,2025-07-23T21:00:00Z,23.6,128.0,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T00:00:00Z,24.0,128.0,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T03:00:00Z,24.4,128.0,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T06:00:00Z,24.9,127.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T09:00:00Z,25.4,127.7,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T12:00:00Z,26.0,127.2,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T15:00:00Z,26.6,126.1,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T18:00:00Z,26.9,124.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-24T21:00:00Z,26.9,124.2,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T00:00:00Z,26.7,123.7,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T03:00:00Z,26.6,123.1,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T06:00:00Z,26.5,122.6,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T09:00:00Z,26.3,122.1,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T12:00:00Z,26.2,121.7,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T15:00:00Z,26.2,121.3,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T18:00:00Z,26.3,121.0,NaN
2025203N18133,2025,FRANCISCO,2025-07-25T21:00:00Z,26.4,120.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T00:00:00Z,26.6,120.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T03:00:00Z,26.7,120.6,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T06:00:00Z,26.7,120.2,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T09:00:00Z,26.7,119.9,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T12:00:00Z,26.7,119.8,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T15:00:00Z,26.6,119.7,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T18:00:00Z,26.5,119.7,NaN
2025203N18133,2025,FRANCISCO,2025-07-26T21:00:00Z,26.4,119.8,NaN
2025203N18133,2025,FRANCISCO,2025-07-27T00:00:00Z,26.3,120.0,NaN
2025203N18133,2025,FRANCISCO,2025-07-27T03:00:00Z,26.2,120.2,NaN
2025203N18133,2025,FRANCISCO,2025-07-27T06:00:00Z,26.1,120.4,NaN
2025204N19121,2025,CO-MAY,2025-07-23T00:00:00Z,18.8,120.5,NaN
2025204N19121,2025,CO-MAY,2025-07-23T03:00:00Z,18.2,120.0,NaN
2025204N19121,2025,CO-MAY,2025-07-23T06:00:00Z,17.9,119.6,NaN
2025204N19121,2025,CO-MAY,2025-07-23T09:00:00Z,17.9,119.2,NaN
2025204N19121,2025,CO-MAY,2025-07-23T12:00:00Z,17.9,118.8,NaN
2025204N19121,2025,CO-MAY,2025-07-23T15:00:00Z,17.5,118.3,NaN
2025204N19121,2025,CO-MAY,2025-07-23T18:00:00Z,16.9,118.0,NaN
2025204N19121,2025,CO-MAY,2025-07-23T21:00:00Z,16.5,118.2,NaN
2025204N19121,2025,CO-MAY,2025-07-24T00:00:00Z,16.2,118.6,NaN
2025204N19121,2025,CO-MAY,2025-07-24T03:00:00Z,16.0,119.0,NaN
2025204N19121,2025,CO-MAY,2025-07-24T06:00:00Z,15.9,119.3,NaN
2025204N19121,2025,CO-MAY,2025-07-24T09:00:00Z,15.9,119.4,NaN
2025204N19121,2025,CO-MAY,2025-07-24T12:00:00Z,16.1,119.5,NaN
2025204N19121,2025,CO-MAY,2025-07-24T15:00:00Z,16.4,119.8,NaN
2025204N19121,2025,CO-MAY,2025-07-24T18:00:00Z,16.7,120.2,NaN
2025204N19121,2025,CO-MAY,2025-07-24T21:00:00Z,16.9,120.5,NaN
2025204N19121,2025,CO-MAY,2025-07-25T00:00:00Z,17.3,120.8,NaN
2025204N19121,2025,CO-MAY,2025-07-25T03:00:00Z,18.1,120.7,NaN
2025204N19121,2025,CO-MAY,2025-07-25T06:00:00Z,19.3,120.9,NaN
2025204N19121,2025,CO-MAY,2025-07-25T09:00:00Z,20.7,122.1,NaN
2025204N19121,2025,CO-MAY,2025-07-25T12:00:00Z,22.0,123.5,NaN
2025204N19121,2025,CO-MAY,2025-07-25T15:00:00Z,22.9,124.3,NaN
2025204N19121,2025,CO-MAY,2025-07-25T18:00:00Z,23.6,124.9,NaN
2025204N19121,2025,CO-MAY,2025-07-25T21:00:00Z,24.5,125.3,NaN
2025204N19121,2025,CO-MAY,2025-07-26T00:00:00Z,25.3,125.7,NaN
2025204N19121,2025,CO-MAY,2025-07-26T03:00:00Z,25.9,126.1,NaN
2025204N19121,2025,CO-MAY,2025-07-26T06:00:00Z,26.3,126.5,NaN
2025204N19121,2025,CO-MAY,2025-07-26T09:00:00Z,26.7,126.6,NaN
2025204N19121,2025,CO-MAY,2025-07-26T12:00:00Z,26.9,126.7,NaN
2025204N19121,2025,CO-MAY,2025-07-26T15:00:00Z,26.9,127.0,NaN
2025204N19121,2025,CO-MAY,2025-07-26T18:00:00Z,26.8,127.4,NaN
2025204N19121,2025,CO-MAY,2025-07-26T21:00:00Z,26.7,127.5,NaN
2025204N19121,2025,CO-MAY,2025-07-27T00:00:00Z,26.6,127.8,NaN
2025204N19121,2025,CO-MAY,2025-07-27T03:00:00Z,26.6,128.6,NaN
2025204N19121,2025,CO-MAY,2025-07-27T06:00:00Z,26.6,129.5,NaN
2025204N19121,2025,CO-MAY,2025-07-27T09:00:00Z,26.4,130.2,NaN
2025204N19121,2025,CO-MAY,2025-07-27T12:00:00Z,26.2,130.4,NaN
2025204N19121,2025,CO-MAY,2025-07-27T15:00:00Z,26.3,129.7,NaN
2025204N19121,2025,CO-MAY,2025-07-27T18:00:00Z,26.5,128.8,NaN
2025204N19121,2025,CO-MAY,2025-07-27T21:00:00Z,26.4,128.2,NaN
2025204N19121,2025,CO-MAY,2025-07-28T00:00:00Z,26.3,127.9,NaN
2025204N19121,2025,CO-MAY,2025-07-28T03:00:00Z,26.4,128.1,NaN
2025204N19121,2025,CO-MAY,2025-07-28T06:00:00Z,26.6,128.3,NaN
2025204N19121,2025,CO-MAY,2025-07-28T09:00:00Z,26.9,128.0,NaN
2025204N19121,2025,CO-MAY,2025-07-28T12:00:00Z,27.2,127.4,NaN
2025204N19121,2025,CO-MAY,2025-07-28T15:00:00Z,27.2,126.4,NaN
2025204N19121,2025,CO-MAY,2025-07-28T18:00:00Z,27.2,125.5,NaN
2025204N19121,2025,CO-MAY,2025-07-28T21:00:00Z,27.3,124.8,NaN
2025204N19121,2025,CO-MAY,2025-07-29T00:00:00Z,27.5,124.4,NaN
2025204N19121,2025,CO-MAY,2025-07-29T03:00:00Z,27.8,124.2,NaN
2025204N19121,2025,CO-MAY,2025-07-29T06:00:00Z,28.1,124.1,NaN
2025204N19121,2025,CO-MAY,2025-07-29T09:00:00Z,28.3,123.8,NaN
2025204N19121,2025,CO-MAY,2025-07-29T12:00:00Z,28.6,123.4,NaN
2025204N19121,2025,CO-MAY,2025-07-29T15:00:00Z,28.9,123.1,NaN
2025204N19121,2025,CO-MAY,2025-07-29T18:00:00Z,29.3,122.9,NaN
2025204N19121,2025,CO-MAY,2025-07-29T21:00:00Z,29.7,122.6,NaN
2025204N19121,2025,CO-MAY,2025-07-30T00:00:00Z,30.0,122.3,NaN
2025204N19121,2025,CO-MAY,2025-07-30T03:00:00Z,30.4,122.0,NaN
2025204N19121,2025,CO-MAY,2025-07-30T06:00:00Z,30.7,121.8,NaN
2025204N19121,2025,CO-MAY,2025-07-30T09:00:00Z,31.0,121.6,NaN
2025204N19121,2025,CO-MAY,2025-07-30T12:00:00Z,31.2,121.4,NaN
2025204N19121,2025,CO-MAY,2025-07-30T15:00:00Z,31.2,120.9,NaN
2025204N19121,2025,CO-MAY,2025-07-30T18:00:00Z,31.2,120.4,NaN
2025204N19121,2025,CO-MAY,2025-07-30T21:00:00Z,31.3,120.0,NaN
2025204N19121,2025,CO-MAY,2025-07-31T00:00:00Z,31.5,119.6,NaN
2025204N19121,2025,CO-MAY,2025-07-31T03:00:00Z,31.9,119.2,NaN
2025204N19121,2025,CO-MAY,2025-07-31T06:00:00Z,32.2,118.8,NaN
2025204N19121,2025,CO-MAY,2025-07-31T09:00:00Z,32.2,118.2,NaN
2025204N19121,2025,CO-MAY,2025-07-31T12:00:00Z,32.1,117.8,NaN
2025204N19121,2025,CO-MAY,2025-07-31T15:00:00Z,31.9,117.7,NaN
2025204N19121,2025,CO-MAY,2025-07-31T18:00:00Z,31.8,117.8,NaN
2025204N19121,2025,CO-MAY,2025-07-31T21:00:00Z,31.7,117.7,NaN
2025204N19121,2025,CO-MAY,2025-08-01T00:00:00Z,31.7,117.6,NaN
2025204N19121,2025,CO-MAY,2025-08-01T03:00:00Z,31.7,117.5,NaN
2025204N19121,2025,CO-MAY,2025-08-01T06:00:00Z,31.7,117.4,NaN
2025204N19121,2025,CO-MAY,2025-08-01T09:00:00Z,31.9,117.4,NaN
2025204N19121,2025,CO-MAY,2025-08-01T12:00:00Z,32.1,117.4,NaN
2025204N19121,2025,CO-MAY,2025-08-01T15:00:00Z,32.3,117.3,NaN
2025204N19121,2025,CO-MAY,2025-08-01T18:00:00Z,32.4,117.2,NaN
2025205N13144,2025,KROSA,2025-07-23T18:00:00Z,13.2,144.1,NaN
2025205N13144,2025,KROSA,2025-07-23T21:00:00Z,13.2,144.0,NaN
2025205N13144,2025,KROSA,2025-07-24T00:00:00Z,13.5,143.9,NaN
2025205N13144,2025,KROSA,2025-07-24T03:00:00Z,14.3,143.7,NaN
2025205N13144,2025,KROSA,2025-07-24T06:00:00Z,15.2,143.5,NaN
2025205N13144,2025,KROSA,2025-07-24T09:00:00Z,15.8,143.5,NaN
2025205N13144,2025,KROSA,2025-07-24T12:00:00Z,16.2,143.5,NaN
2025205N13144,2025,KROSA,2025-07-24T15:00:00Z,16.2,143.3,NaN
2025205N13144,2025,KROSA,2025-07-24T18:00:00Z,16.2,143.2,NaN
2025205N13144,2025,KROSA,2025-07-24T21:00:00Z,16.5,143.3,NaN
2025205N13144,2025,KROSA,2025-07-25T00:00:00Z,16.9,143.4,NaN
2025205N13144,2025,KROSA,2025-07-25T03:00:00Z,17.1,143.3,NaN
2025205N13144,2025,KROSA,2025-07-25T06:00:00Z,17.3,143.3,NaN
2025205N13144,2025,KROSA,2025-07-25T09:00:00Z,17.6,143.5,NaN
2025205N13144,2025,KROSA,2025-07-25T12:00:00Z,17.8,143.7,NaN
2025205N13144,2025,KROSA,2025-07-25T15:00:00Z,17.8,143.6,NaN
2025205N13144,2025,KROSA,2025-07-25T18:00:00Z,17.7,143.4,NaN
2025205N13144,2025,KROSA,2025-07-25T21:00:00Z,17.7,143.5,NaN
2025205N13144,2025,KROSA,2025-07-26T00:00:00Z,17.8,143.7,NaN
2025205N13144,2025,KROSA,2025-07-26T03:00:00Z,17.8,143.9,NaN
2025205N13144,2025,KROSA,2025-07-26T06:00:00Z,17.9,144.1,NaN
2025205N13144,2025,KROSA,2025-07-26T09:00:00Z,18.1,144.3,NaN
2025205N13144,2025,KROSA,2025-07-26T12:00:00Z,18.5,144.5,NaN
2025205N13144,2025,KROSA,2025-07-26T15:00:00Z,19.0,144.8,NaN
2025205N13144,2025,KROSA,2025-07-26T18:00:00Z,19.5,145.0,NaN
2025205N13144,2025,KROSA,2025-07-26T21:00:00Z,19.8,145.1,NaN
2025205N13144,2025,KROSA,2025-07-27T00:00:00Z,20.2,145.1,NaN
